C,SETP.WORLD,DVD_STATIONOWNER,AEMO,PUBLIC,2017/07/08,02:15:04,0000000285202918,,0000000285202674
I,PARTICIPANT_REGISTRATION,STATIONOWNER,1,EFFECTIVEDATE,PARTICIPANTID,STATIONID,VERSIONNO,LASTCHANGED
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,PMATTAEP,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,ROCHEDAL,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,SOMERSET,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,TERALBA,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,WHIT1,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",CNRGY,WONWP,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/09 00:00:00",ESNRGY,BHILLGT,1,"2010/12/08 08:28:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,ANGASTON,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,AWABAREF,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,HEZ,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,LONSDALE,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,REMOUNT,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2010/12/17 00:00:00",INFRATIL,STANVAC,1,"2010/12/16 08:09:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/02/13 00:00:00",EAINTMDY,MORNW,1,"2011/02/11 08:13:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/02/13 00:00:00",EAINTMDY,WYNDW,1,"2011/02/11 08:13:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/02/13 00:00:00",EAINTMDY,WDLNGN,1,"2011/02/11 08:13:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,DAANDINE,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,LUCAS2S2,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,OCPS,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,PMATTAEP,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,ROCHEDAL,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,TERALBA,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,WHIT1,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,WONWP,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/01 00:00:00",NORPOWER,LKBONNY1,1,"2011/02/28 14:46:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,BWTR1,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,COLONGRA,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,CONDONG1,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,MM,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,VP,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,WW,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",TRUDW,MP,1,"2011/03/01 11:14:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,BWTR1,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,COLONGRA,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,CONDONG1,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,MM,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",DELTA,VP,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",TRUDW,MP,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",TRUDW,WW,2,"2011/03/01 11:15:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,BROWNMT,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,BURRIN,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,HUMENSW,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,HUMEV,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,KEEPIT,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,SHOALHAV,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,WG,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",OERARING,ERARING,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",OERARING,ERGT01,1,"2011/03/01 11:16:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,BROWNMT,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,BURRIN,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,HUMENSW,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,HUMEV,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,KEEPIT,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",PACPOWER,WG,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",OERARING,ERARING,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",OERARING,ERGT01,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/02 00:00:00",OERARING,SHOALHAV,2,"2011/03/01 11:17:29"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/03/25 00:00:00",GUNNING,GUNNING,1,"2011/03/24 08:50:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/05/03 00:00:00",WOODLAWN,WOODLWN,1,"2011/05/02 09:56:40"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/06/17 00:00:00",CONTACTA,HEPWIND,1,"2011/06/16 14:25:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EAINTMDY,WDLNGN,1,"2011/06/30 09:22:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EASTENGY,WYNDW,1,"2011/06/30 09:22:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EASTENGY,MORNW,1,"2011/06/30 09:22:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EASTENGY,MORNW,2,"2011/06/30 09:23:30"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EASTENGY,WYNDW,2,"2011/06/30 09:23:30"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",EASTENGY,WDLNGN,2,"2011/06/30 09:23:30"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",TARONG,TARONGN,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",TARONG,WIVENHOE,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,BARRON,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,G/STONE,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,KAREEYA,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,MACKAY,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,STANWELL,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,WIVENSH,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONG,1,"2011/06/30 10:00:25"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,CALLIDE,1,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,COLNSV,1,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,KOGANCK,1,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,BARRON,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,G/STONE,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,KAREEYA,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,MACKAY,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,STANWELL,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONG,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,WIVENSH,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,SWANBANK,2,"2011/06/30 10:01:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,CALLIDE,2,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,KOGANCK,2,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,BARRON,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,G/STONE,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,KAREEYA,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,MACKAY,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,STANWELL,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,SWANBANK,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONG,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,WIVENSH,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,COLNSV,3,"2011/06/30 10:01:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",TARONG,WIVENHOE,2,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,BARRON,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,COLNSV,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,G/STONE,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,KAREEYA,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,MACKAY,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,STANWELL,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,SWANBANK,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONG,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,WIVENSH,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONGN,4,"2011/06/30 10:02:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,CALLIDE,3,"2011/06/30 10:03:11"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,KOGANCK,3,"2011/06/30 10:03:11"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,WIVENHOE,3,"2011/06/30 10:03:11"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,BARRON,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,COLNSV,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,KAREEYA,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,MACKAY,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,STANWELL,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,SWANBANK,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONG,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,TARONGN,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",STANWELL,WIVENSH,5,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,CALLIDE,4,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,KOGANCK,4,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,WIVENHOE,4,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/01 00:00:00",CSENERGY,G/STONE,4,"2011/06/30 10:03:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/05 00:00:00",SOUTHYD2,HALLWF,1,"2011/07/04 13:12:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/05 00:00:00",SOUTHYD2,HALLWF2,1,"2011/07/04 13:12:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/05 00:00:00",SOUTHYD2,NBHWF,1,"2011/07/04 13:12:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/07/05 00:00:00",SOUTHYD2,BLUFF,1,"2011/07/04 13:12:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,CULLERIN,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,DDPS1,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,LADBROKE,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,MSTUART,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,OSBORNE,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,QUARANTN,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,ROMA,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/01 00:00:00",BORAL,MORTLK,1,"2011/07/29 14:37:17"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/05 00:00:00",SOUTHYD2,BLUFF,1,"2011/08/04 11:40:01"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/05 00:00:00",SOUTHYD2,HALLWF,1,"2011/08/04 11:40:01"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/05 00:00:00",SOUTHYD2,HALLWF2,1,"2011/08/04 11:40:01"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/05 00:00:00",SOUTHYD2,NBHWF,1,"2011/08/04 11:40:01"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/05 00:00:00",SOUTHYD2,OAKLAND,1,"2011/08/04 11:40:01"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/09 00:00:00",EASTENGY,MORNW,1,"2011/08/08 11:15:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/09 00:00:00",EASTENGY,WDLNGN,1,"2011/08/08 11:15:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/09 00:00:00",EASTENGY,WYNDW,1,"2011/08/08 11:15:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/09 00:00:00",EASTENGY,WATERLWF,1,"2011/08/08 11:15:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/09 00:00:00",SUCROGEN,VICMILL,1,"2011/08/08 11:57:23"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/11 00:00:00",EASTENGY,MORNW,1,"2011/08/10 13:31:02"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/11 00:00:00",EASTENGY,WDLNGN,1,"2011/08/10 13:31:02"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/11 00:00:00",EASTENGY,WYNDW,1,"2011/08/10 13:31:02"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/08/11 00:00:00",WATERLWF,WATERLWF,1,"2011/08/10 13:31:02"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,DAANDINE,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,LKBONNY1,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,LUCAS2S2,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,OCPS,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,PMATTAEP,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,TERALBA,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,WHIT1,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,WONWP,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,CULLERIN,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,DDPS1,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,LADBROKE,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,MORTLK,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,MSTUART,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,OSBORNE,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,QUARANTN,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,ROMA,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,ROCHEDAL,1,"2011/09/22 10:16:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,DAANDINE,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,LKBONNY1,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,LUCAS2S2,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,OCPS,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,PMATTAEP,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,TERALBA,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",NORPOWER,WONWP,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,CULLERIN,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,DDPS1,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,LADBROKE,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,MORTLK,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,MSTUART,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,OSBORNE,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,QUARANTN,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,ROCHEDAL,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,ROMA,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/09/23 00:00:00",BORAL,WHIT1,2,"2011/09/22 10:23:58"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/11/10 00:00:00",LMSGEN,EASTCRK2,1,"2011/11/09 09:20:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/11/10 00:00:00",LMSGEN,HALAMRD,1,"2011/11/09 09:20:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/12/21 00:00:00",RESPONSE,AMCORGR,1,"2011/12/20 11:10:00"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2011/12/21 00:00:00",RESPONSE,BANKSPT,1,"2011/12/20 11:10:00"
