C,SETP.WORLD,DVD_STATIONOWNER,AEMO,PUBLIC,2017/07/08,02:15:04,0000000285202918,,0000000285202674
I,PARTICIPANT_REGISTRATION,STATIONOWNER,1,EFFECTIVEDATE,PARTICIPANTID,STATIONID,VERSIONNO,LASTCHANGED
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/11/08 00:00:00",BORAL,QUARANTN,32,"2001/11/08 10:41:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/11/08 00:00:00",BORAL,ROMA,32,"2001/11/08 10:41:04"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/12/12 00:00:00",LONSDALE,LONSDALE,1,"2001/12/12 07:40:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/12/12 00:00:00",LYGS,LYGS,1,"2001/12/12 07:55:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/12/13 00:00:00",DEIBDL,DEIBDL,2,"2001/12/13 07:55:31"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/12/18 00:00:00",SOLARIS,AGLHAL,3,"2001/12/18 08:55:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2001/12/18 00:00:00",SOLARIS,UWS,3,"2001/12/18 08:55:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/01/10 00:00:00",SOLARIS,AGLHAL,4,"2002/01/10 09:55:20"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/01/10 00:00:00",SOLARIS,AGLSOM,4,"2002/01/10 09:55:20"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/01/10 00:00:00",SOLARIS,UWS,4,"2002/01/10 09:55:20"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/01/10 00:00:00",ENERGEX,PINDARI,11,"2002/01/10 10:49:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/01/10 00:00:00",ENERGEX,SUNSHINE,11,"2002/01/10 10:49:54"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/02/20 00:00:00",TARONG,TARONG,46,"2002/02/20 12:55:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/02/20 00:00:00",TARONG,WIVENHOE,46,"2002/02/20 12:55:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/03/06 00:00:00",ENERBRIX,ENERGYB,1,"2002/03/06 08:29:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/03/06 00:00:00",ENERBRIX,WCLASS,1,"2002/03/06 08:29:03"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/03/21 00:00:00",DEIBDL,DEIBDL,1,"2002/03/21 08:22:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/01 00:00:00",SOLARIS,AGLHAL,1,"2002/05/01 08:54:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/01 00:00:00",SOLARIS,AGLNOW1,1,"2002/05/01 08:54:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/01 00:00:00",SOLARIS,AGLSOM,1,"2002/05/01 08:54:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/01 00:00:00",SOLARIS,UWS,1,"2002/05/01 08:54:26"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,BARRON,1,"2002/05/09 08:08:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,KAREEYA,1,"2002/05/09 08:08:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,MACKAY,1,"2002/05/09 08:08:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,MULGRAVE,1,"2002/05/09 08:08:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,RPCG,1,"2002/05/09 08:08:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,STANWELL,1,"2002/05/09 08:08:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,TOORAWF,1,"2002/05/09 08:08:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/09 00:00:00",STANWELL,WINDHILL,1,"2002/05/09 08:08:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",EDISON,LOYYB,1,"2002/05/13 12:16:57"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",LYGS,VPGS,1,"2002/05/13 12:21:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,CALLIDE,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,FARLEIGH,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,MARIAN,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,PLEYSTOW,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,RCOURSE,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,STHJST,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/15 00:00:00",CSENERGY,SWANBANK,1,"2002/05/15 10:27:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/30 00:00:00",ERGON,BROOKLYN,1,"2002/05/30 11:47:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/30 00:00:00",ERGON,EASTCRK,1,"2002/05/30 11:47:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/30 00:00:00",ERGON,ERG_AS,1,"2002/05/30 11:47:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/30 00:00:00",ERGON,JACKSGUL,1,"2002/05/30 11:47:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/05/30 00:00:00",ERGON,WGULLY,1,"2002/05/30 11:47:15"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/05 00:00:00",YALLNR,LONGFORD,1,"2002/07/05 14:17:30"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",HAZELPWR,HAZEL,1,"2002/07/09 13:52:46"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,BHILLGT,1,"2002/07/09 13:52:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,BROWNMT,1,"2002/07/09 13:52:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,BURRIN,1,"2002/07/09 13:52:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,ERARING,1,"2002/07/09 13:52:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,HUMENSW,1,"2002/07/09 13:52:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,HUMEV,1,"2002/07/09 13:52:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,KEEPIT,1,"2002/07/09 13:52:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,SHOALHAV,1,"2002/07/09 13:52:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PACPOWER,WG,1,"2002/07/09 13:52:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PEAKCO,DRYCGT,1,"2002/07/09 13:52:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PEAKCO,MINTARO,1,"2002/07/09 13:52:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PEAKCO,PORTLCN,1,"2002/07/09 13:52:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",PEAKCO,SNUG,1,"2002/07/09 13:52:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,BARCALDN,1,"2002/07/09 13:52:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,COLNSV,1,"2002/07/09 13:52:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,G/STONE,1,"2002/07/09 13:52:53"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,MSTUART,1,"2002/07/09 13:52:54"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,OAKEY,1,"2002/07/09 13:52:54"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",QTPTC,YABULU,1,"2002/07/09 13:52:54"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",SOUTHHYD,DARTM,1,"2002/07/09 13:52:55"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",SOUTHHYD,EILDON,1,"2002/07/09 13:52:55"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",SOUTHHYD,MCKAY,1,"2002/07/09 13:52:55"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/09 00:00:00",SOUTHHYD,WKIEWA,1,"2002/07/09 13:52:56"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/16 00:00:00",CSENERGY,CALLIDE,1,"2002/07/16 18:11:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/07/16 00:00:00",CSENERGY,SWANBANK,1,"2002/07/16 18:11:45"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/08/06 00:00:00",MRYLINK1,MURLINKP,1,"2002/08/06 09:37:54"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/09/12 00:00:00",ENGYAUST,STPN1,1,"2002/09/12 10:42:43"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/09/16 00:00:00",TARONG,TARONG,1,"2002/09/16 16:55:46"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/09/16 00:00:00",TARONG,TARONGN,1,"2002/09/16 16:55:46"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/09/16 00:00:00",TARONG,WIVENHOE,1,"2002/09/16 16:55:46"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,BARRON,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,KAREEYA,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,MACKAY,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,MULGRAVE,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,RPCG,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,STANWELL,1,"2002/10/23 16:27:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,WINDHILL,1,"2002/10/23 16:27:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,WIVENSH,1,"2002/10/23 16:27:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,BARRON,2,"2002/10/24 13:25:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,KAREEYA,2,"2002/10/24 13:25:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,MACKAY,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,MULGRAVE,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,RPCG,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,STANWELL,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,TOORAWF,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,WINDHILL,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/10/23 00:00:00",STANWELL,WIVENSH,2,"2002/10/24 13:25:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/04 00:00:00",NEMMCO,RT_NSW1,1,"2002/12/04 08:55:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/04 00:00:00",NEMMCO,RT_QLD1,1,"2002/12/04 08:55:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/04 00:00:00",NEMMCO,RT_SA1,1,"2002/12/04 08:55:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/04 00:00:00",NEMMCO,RT_VIC1,1,"2002/12/04 08:55:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/09 00:00:00",NEMRESTR,RT_NSW1,1,"2002/12/09 12:55:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/09 00:00:00",NEMRESTR,RT_QLD1,1,"2002/12/09 12:55:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/09 00:00:00",NEMRESTR,RT_SA1,1,"2002/12/09 12:55:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2002/12/09 00:00:00",NEMRESTR,RT_VIC1,1,"2002/12/09 12:55:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/01/07 00:00:00",ENGYAUST,MORNW,1,"2003/01/07 11:17:27"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/01/07 00:00:00",ENGYAUST,STPN1,1,"2003/01/07 11:17:27"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/01/07 00:00:00",ENGYAUST,WYNDW,1,"2003/01/07 11:17:27"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/01/23 00:00:00",CNRGY,PMATTAEP,1,"2003/01/23 20:26:14"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,BLOWER,1,"2003/02/21 10:12:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,GUTHEGA,1,"2003/02/21 10:12:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,MURRAY,1,"2003/02/21 10:12:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,MURRAY1,1,"2003/02/21 10:12:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,MURRAY2,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNOWY,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNOWY1,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNOWY2,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNOWY3,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNOWY6,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,SNWYGJP2,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,TUMUT1,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,TUMUT2,1,"2003/02/21 10:12:51"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/02/20 00:00:00",SNOWY,TUMUT3,1,"2003/02/21 10:12:52"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/03/04 00:00:00",CSENERGY,CALLIDE,1,"2003/03/04 08:58:04"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/03/04 00:00:00",CSENERGY,SWANBANK,1,"2003/03/04 08:58:04"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/04/30 00:00:00",ECOGEN,JEERA,1,"2003/04/30 08:51:15"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/04/30 00:00:00",ECOGEN,JEERB,1,"2003/04/30 08:51:15"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/04/30 00:00:00",ECOGEN,NEWPORT,1,"2003/04/30 08:51:15"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,BLOWER,1,"2003/05/27 10:45:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,GUTHEGA,1,"2003/05/27 10:45:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,MURRAY,1,"2003/05/27 10:45:47"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,MURRAY1,1,"2003/05/27 10:45:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,MURRAY2,1,"2003/05/27 10:45:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNOWY,1,"2003/05/27 10:45:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNOWY1,1,"2003/05/27 10:45:48"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNOWY2,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNOWY3,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNOWY6,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,SNWYGJP2,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,TUMUT1,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,TUMUT2,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/05/27 00:00:00",SNOWY,TUMUT3,1,"2003/05/27 10:45:49"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,BARRON,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,KAREEYA,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,MACKAY,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,RPCG,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,STANWELL,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,TOORAWF,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,WINDHILL,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",STANWELL,WIVENSH,1,"2003/06/17 10:56:16"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",TARONG,TARONG,1,"2003/06/17 10:56:22"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",TARONG,TARONGN,1,"2003/06/17 10:56:23"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/06/17 00:00:00",TARONG,WIVENHOE,1,"2003/06/17 10:56:23"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,BLOWER,1,"2003/07/22 14:15:40"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,GUTHEGA,1,"2003/07/22 14:15:40"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,MURRAY,1,"2003/07/22 14:15:40"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,MURRAY1,1,"2003/07/22 14:15:40"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,MURRAY2,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNOWY,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNOWY1,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNOWY2,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNOWY3,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNOWY6,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,SNWYGJP2,1,"2003/07/22 14:15:41"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,TUMUT1,1,"2003/07/22 14:15:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,TUMUT2,1,"2003/07/22 14:15:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SNOWY,TUMUT3,1,"2003/07/22 14:15:42"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SECV,APS,1,"2003/07/22 14:16:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SECV,PORTLAND,1,"2003/07/22 14:16:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SECV,PTH,1,"2003/07/22 14:16:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/07/22 00:00:00",SECV,VICSMLT,1,"2003/07/22 14:16:37"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/08/14 00:00:00",EEUS,SUNCOAST,1,"2003/08/14 17:32:50"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/09/11 00:00:00",HYDROSA,TERMSTOR,1,"2003/09/11 10:11:23"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",DEIBDL,DEIBDL,1,"2003/10/22 14:28:07"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",ECOGEN,JEERA,1,"2003/10/22 14:28:12"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",ECOGEN,JEERB,1,"2003/10/22 14:28:12"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",ECOGEN,NEWPORT,1,"2003/10/22 14:28:12"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,BLOWER,1,"2003/10/22 14:28:31"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,GUTHEGA,1,"2003/10/22 14:28:31"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,MURRAY,1,"2003/10/22 14:28:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,MURRAY1,1,"2003/10/22 14:28:32"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,MURRAY2,1,"2003/10/22 14:28:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNOWY,1,"2003/10/22 14:28:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNOWY1,1,"2003/10/22 14:28:33"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNOWY2,1,"2003/10/22 14:28:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNOWY3,1,"2003/10/22 14:28:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNOWY6,1,"2003/10/22 14:28:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,SNWYGJP2,1,"2003/10/22 14:28:34"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,TUMUT1,1,"2003/10/22 14:28:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,TUMUT2,1,"2003/10/22 14:28:35"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",SNOWY,TUMUT3,1,"2003/10/22 14:28:36"
D,PARTICIPANT_REGISTRATION,STATIONOWNER,1,"2003/10/22 00:00:00",TARONG,TARONG,1,"2003/10/22 14:28:50"
